Date,Service Category,Marketing Channel,Season,Customer Type,Ad Spend,Conversions,Daily Revenue,Year,Month,Day,DayOfWeek,ROI,Profit,Conversion Rate
2025-01-08,Cookie,Google Maps,Spring,New,108.2,4,72.83,2025,1,8,2,-0.3268946395563771,-35.370000000000005,0.03696857670979667
2024-10-15,Bread,In-store Promo,Summer,Returning,184.14,8,114.29,2024,10,15,1,-0.3793309438470728,-69.84999999999998,0.04344520473552732
2024-07-11,Cookie,Local Magazine,Fall,Returning,130.41,3,121.28,2024,7,11,3,-0.07000996856069316,-9.129999999999995,0.02300437083045779
2024-09-09,Cake,In-store Promo,Spring,Returning,79.76,6,284.79,2024,9,9,0,2.5705867602808428,205.03000000000003,0.07522567703109327
2025-04-19,Cookie,Instagram,Winter,Returning,13.9,6,216.6,2025,4,19,5,14.58273381294964,202.7,0.4316546762589928
2024-08-06,Cookie,Google Maps,Winter,New,78.74,1,31.75,2024,8,6,1,-0.5967741935483871,-46.989999999999995,0.012700025400050802
2025-02-16,Cookie,Local Magazine,Summer,Returning,97.9,4,164.68,2025,2,16,6,0.6821246169560776,66.78,0.04085801838610827
2024-12-21,Cake,Google Maps,Winter,New,100.34,5,126.32,2024,12,21,5,0.25891967311142106,25.97999999999999,0.04983057604145904
2025-03-08,Bread,Instagram,Fall,Returning,144.08,2,89.41,2025,3,8,5,-0.3794419766796225,-54.670000000000016,0.013881177123820098
2024-09-13,Bread,Google Maps,Spring,Returning,96.27,9,53.52,2024,9,13,4,-0.4440635712059831,-42.74999999999999,0.09348706762231225
2024-05-02,Cupcake,Instagram,Spring,Returning,140.42,1,47.62,2024,5,2,3,-0.660874519299245,-92.79999999999998,0.007121492664862556
2024-07-04,Bread,Instagram,Fall,New,137.08,3,68.28,2024,7,4,3,-0.5018967026553838,-68.80000000000001,0.02188503063904289
2025-04-01,Cupcake,In-store Promo,Winter,Returning,180.51,3,142.26,2025,4,1,1,-0.21189961774970917,-38.25,0.01661957786272229
2024-08-05,Cake,In-store Promo,Winter,Returning,45.01,6,149.08,2024,8,5,0,2.312152854921129,104.07000000000002,0.13330371028660298
2025-02-05,Cake,Google Maps,Summer,Returning,31.35,1,43.92,2025,2,5,2,0.40095693779904307,12.57,0.03189792663476874
2024-10-10,Cupcake,Local Magazine,Summer,Returning,161.77,8,104.94,2024,10,10,3,-0.35130123014155906,-56.83000000000001,0.04945292699511652
2024-09-19,Bread,Local Magazine,Spring,Returning,143.6,9,240.81,2024,9,19,3,0.676949860724234,97.21000000000001,0.06267409470752089
2024-05-02,Cookie,Local Magazine,Spring,Returning,17.61,3,136.54,2024,5,2,3,6.753549119818285,118.92999999999999,0.17035775127768313
2024-06-21,Cookie,Instagram,Summer,Returning,142.02,10,390.79,2024,6,21,4,1.7516546965216166,248.77,0.07041261794113504
2025-04-07,Cookie,Local Magazine,Winter,Returning,93.86,5,205.41,2025,4,7,0,1.1884721926273172,111.55,0.053270828894097594
2024-06-02,Cupcake,In-store Promo,Summer,Returning,179.67,7,211.26,2024,6,2,6,0.1758223409584238,31.590000000000003,0.03896031613513664
2024-05-12,Cupcake,Local Magazine,Spring,New,179.08,7,108.88,2024,5,12,6,-0.3920035738217557,-70.20000000000002,0.039088675452311816
2025-02-19,Cake,In-store Promo,Summer,New,112.21,3,76.01,2025,2,19,2,-0.322609393102219,-36.19999999999999,0.026735585063719813
2025-01-22,Cake,Instagram,Spring,Returning,161.09,7,110.07,2025,1,22,2,-0.31671736296480235,-51.02000000000001,0.043453969830529515
2025-02-15,Cupcake,Google Maps,Summer,Returning,180.43,1,46.08,2025,2,15,5,-0.7446100980989858,-134.35000000000002,0.005542315579449094
2024-12-14,Cake,In-store Promo,Winter,New,13.45,2,78.9,2024,12,14,5,4.866171003717473,65.45,0.14869888475836432
2024-10-20,Cake,In-store Promo,Summer,New,199.07,4,189.6,2024,10,20,6,-0.047571206108404075,-9.469999999999999,0.020093434470286834
2024-12-09,Cake,Instagram,Winter,Returning,173.61,8,356.94,2024,12,9,0,1.055987558320373,183.32999999999998,0.046080294913887446
2024-10-23,Bread,Google Maps,Summer,New,35.57,2,41.89,2024,10,23,2,0.17767781838628058,6.32,0.056227157717177394
2024-10-23,Cake,Instagram,Summer,Returning,112.6,3,84.43,2024,10,23,2,-0.25017761989342796,-28.169999999999987,0.026642984014209593
2025-03-24,Bread,Google Maps,Fall,Returning,32.35,4,31.02,2025,3,24,0,-0.04111282843894905,-1.3300000000000018,0.12364760432766615
2024-07-27,Bread,In-store Promo,Fall,New,28.91,6,67.94,2024,7,27,5,1.350051885160844,39.03,0.20754064337599445
2024-08-09,Cookie,Google Maps,Winter,New,46.1,2,35.47,2024,8,9,4,-0.2305856832971801,-10.630000000000003,0.04338394793926247
2024-11-01,Cake,In-store Promo,Fall,New,30.22,6,73.88,2024,11,1,4,1.4447385837193911,43.66,0.19854401058901391
2024-10-04,Cookie,Local Magazine,Summer,Returning,175.18,3,142.78,2024,10,4,4,-0.184952620162119,-32.400000000000006,0.01712524260760361
2025-01-27,Cake,Instagram,Spring,Returning,24.55,7,108.47,2025,1,27,0,3.4183299389002038,83.92,0.285132382892057
2025-03-24,Cake,In-store Promo,Fall,Returning,187.65,3,124.8,2025,3,24,0,-0.3349320543565148,-62.85000000000001,0.01598721023181455
2024-05-05,Bread,Instagram,Spring,New,61.93,1,37.61,2024,5,5,6,-0.3927014371064105,-24.32,0.016147263038914905
2025-02-14,Cookie,In-store Promo,Summer,Returning,194.47,8,179.42,2025,2,14,4,-0.07738982876536232,-15.050000000000011,0.04113745050650486
2025-03-28,Cookie,Instagram,Fall,New,196.12,5,125.15,2025,3,28,4,-0.361870283499898,-70.97,0.025494595145829083
2024-06-06,Bread,Local Magazine,Summer,New,124.35,8,100.9,2024,6,6,3,-0.18858061921994362,-23.44999999999999,0.06433453960595095
2024-12-20,Cookie,Instagram,Winter,Returning,51.86,2,39.47,2024,12,20,4,-0.23891245661396068,-12.39,0.03856536829926726
2025-04-03,Cupcake,Local Magazine,Winter,Returning,23.97,3,45.93,2025,4,3,3,0.9161451814768461,21.96,0.1251564455569462
2024-09-29,Bread,Google Maps,Spring,New,127.66,8,336.35,2024,9,29,6,1.6347328842237194,208.69000000000003,0.06266645777847407
2025-04-20,Cake,Google Maps,Winter,Returning,180.44,4,89.78,2025,4,20,6,-0.5024384837064952,-90.66,0.02216803369541122
2025-02-21,Cake,Instagram,Summer,New,164.97,3,124.67,2025,2,21,4,-0.24428684003152087,-40.3,0.01818512456810329
2024-10-04,Cupcake,Instagram,Summer,Returning,100.68,4,159.15,2024,10,4,4,0.5807508939213348,58.47,0.03972983710766786
2025-01-01,Bread,Google Maps,Spring,Returning,164.82,1,5.51,2025,1,1,2,-0.966569591069045,-159.31,0.006067224851352991
2025-02-28,Bread,In-store Promo,Summer,Returning,26.59,2,83.2,2025,2,28,4,2.128995863106431,56.61,0.07521624670928921
2025-01-09,Cookie,Instagram,Spring,Returning,105.17,9,195.07,2025,1,9,3,0.8548065037558238,89.89999999999999,0.08557573452505467
2024-07-10,Bread,Instagram,Fall,Returning,105.82,7,303.7,2024,7,10,2,1.8699678699678701,197.88,0.06615006615006615
2024-06-12,Cake,Google Maps,Summer,New,172.47,2,35.4,2024,6,12,2,-0.7947469125065229,-137.07,0.011596219632399837
2024-10-24,Bread,Instagram,Summer,New,189.85,4,122.11,2024,10,24,3,-0.3568080063207795,-67.74,0.021069265209375822
2024-11-08,Cake,In-store Promo,Fall,Returning,142.1,4,81.86,2024,11,8,4,-0.423926812104152,-60.239999999999995,0.028149190710767068
2025-03-29,Cookie,Instagram,Fall,Returning,164.76,2,78.83,2025,3,29,5,-0.521546491866958,-85.92999999999999,0.012138868657441126
2025-04-05,Cupcake,Local Magazine,Winter,New,158.68,5,99.34,2025,4,5,5,-0.3739601714141669,-59.34,0.03150995714645828
2024-10-07,Cupcake,Instagram,Summer,Returning,42.35,7,311.03,2024,10,7,0,6.34427390791027,268.67999999999995,0.1652892561983471
2024-06-25,Cake,In-store Promo,Summer,Returning,63.53,8,80.49,2024,6,25,1,0.2669604911065637,16.959999999999994,0.12592475995592634
2024-11-26,Cake,Instagram,Fall,Returning,109.81,3,109.78,2024,11,26,1,-0.0002731991621892463,-0.030000000000001137,0.027319916218923594
2024-07-23,Cake,Local Magazine,Fall,Returning,81.26,6,147.86,2024,7,23,1,0.81959143490032,66.60000000000001,0.07383706620723603
2024-08-24,Cupcake,Instagram,Winter,New,178.93,4,103.79,2024,8,24,5,-0.4199407589560163,-75.14,0.022355110937238024
2024-10-17,Cupcake,Google Maps,Summer,New,32.2,3,124.54,2024,10,17,3,2.867701863354037,92.34,0.09316770186335403
2025-02-14,Cupcake,Local Magazine,Summer,Returning,187.92,1,17.84,2025,2,14,4,-0.9050659855257556,-170.07999999999998,0.005321413367390379
2025-01-09,Bread,Local Magazine,Spring,New,71.62,5,46.12,2025,1,9,3,-0.35604579726333435,-25.500000000000007,0.06981290142418319
2024-11-10,Bread,Instagram,Fall,Returning,140.73,2,15.71,2024,11,10,6,-0.8883677964897321,-125.01999999999998,0.014211610886093939
2025-02-11,Bread,Instagram,Summer,Returning,151.14,2,89.5,2025,2,11,1,-0.4078337964800846,-61.639999999999986,0.013232764324467383
2024-10-07,Cupcake,Local Magazine,Summer,Returning,120.64,7,201.6,2024,10,7,0,0.6710875331564986,80.96,0.058023872679045095
2024-06-15,Cookie,Google Maps,Summer,Returning,49.4,2,76.65,2024,6,15,5,0.5516194331983807,27.250000000000007,0.04048582995951417
2024-06-13,Cookie,Instagram,Summer,New,37.02,8,278.82,2024,6,13,3,6.531604538087519,241.79999999999998,0.21609940572663425
2024-06-03,Cupcake,Instagram,Summer,Returning,113.34,8,262.13,2024,6,3,0,1.3127757190753484,148.79,0.07058408328921828
2025-03-13,Cookie,Instagram,Fall,New,72.0,6,203.09,2025,3,13,3,1.8206944444444444,131.09,0.08333333333333333
2025-02-26,Cupcake,Instagram,Summer,New,197.5,2,71.86,2025,2,26,2,-0.6361518987341772,-125.64,0.010126582278481013
2025-02-19,Cake,Google Maps,Summer,Returning,112.18,1,17.0,2025,2,19,2,-0.8484578356213229,-95.18,0.008914244963451595
2024-12-11,Cookie,Instagram,Winter,New,34.71,4,33.75,2024,12,11,2,-0.027657735522904087,-0.9600000000000009,0.11524056467876692
2024-06-05,Bread,Instagram,Summer,Returning,100.3,7,142.79,2024,6,5,2,0.4236291126620139,42.489999999999995,0.06979062811565304
2024-11-05,Bread,Local Magazine,Fall,New,112.83,7,345.58,2024,11,5,1,2.062837897722237,232.75,0.06204023752548081
2024-08-17,Bread,Local Magazine,Winter,Returning,91.98,9,89.31,2024,8,17,5,-0.029028049575994797,-2.6700000000000017,0.09784735812133072
2024-10-03,Bread,In-store Promo,Summer,New,140.76,9,188.45,2024,10,3,3,0.33880363739698777,47.69,0.0639386189258312
2024-10-25,Cake,In-store Promo,Summer,Returning,178.35,7,317.31,2024,10,25,4,0.7791421362489488,138.96,0.03924866834875245
2024-07-24,Cookie,Google Maps,Fall,Returning,20.97,3,47.23,2024,7,24,2,1.2522651406771579,26.259999999999998,0.1430615164520744
2024-09-28,Cupcake,In-store Promo,Spring,Returning,130.18,4,109.04,2024,9,28,5,-0.16239053618067292,-21.14,0.03072668612690121
2024-08-06,Cookie,In-store Promo,Winter,Returning,152.92,6,163.19,2024,8,6,1,0.06715929897985883,10.27000000000001,0.03923620193565263
2025-03-29,Cookie,Local Magazine,Fall,Returning,153.87,4,183.47,2025,3,29,5,0.1923701826216936,29.599999999999994,0.025995970624553194
2025-03-31,Cupcake,In-store Promo,Fall,New,106.08,3,39.17,2025,3,31,0,-0.6307503770739065,-66.91,0.02828054298642534
2025-03-31,Cake,Local Magazine,Fall,New,131.69,10,212.69,2025,3,31,0,0.6150808717442479,81.0,0.07593591009188246
2024-07-30,Cookie,Instagram,Fall,New,105.01,8,376.66,2024,7,30,1,2.586896486048948,271.65000000000003,0.07618322064565279
2025-03-25,Cake,Google Maps,Fall,New,112.47,9,72.43,2025,3,25,1,-0.35600604605672614,-40.03999999999999,0.08002133902373966
2024-05-26,Cake,Instagram,Spring,Returning,132.94,8,348.11,2024,5,26,6,1.618549721678953,215.17000000000002,0.060177523694899954
2025-02-17,Cupcake,Local Magazine,Summer,New,75.36,7,148.8,2025,2,17,0,0.9745222929936307,73.44000000000001,0.09288747346072188
2025-02-12,Cookie,Google Maps,Summer,Returning,27.93,3,60.39,2025,2,12,2,1.1621911922663803,32.46,0.10741138560687433
2024-11-21,Bread,In-store Promo,Fall,Returning,17.45,3,131.14,2024,11,21,3,6.515186246418337,113.68999999999998,0.17191977077363899
2024-08-29,Bread,Google Maps,Winter,Returning,178.45,4,80.48,2024,8,29,3,-0.5490053236200616,-97.96999999999998,0.02241524236480807
2024-12-25,Bread,Local Magazine,Winter,Returning,144.04,3,143.3,2024,12,25,2,-0.005137461816162044,-0.7399999999999807,0.02082754790336018
2024-08-20,Cake,In-store Promo,Winter,New,103.22,2,59.4,2024,8,20,1,-0.42453012981980237,-43.82,0.01937608990505716
2024-05-30,Cupcake,Google Maps,Spring,Returning,177.99,7,50.0,2024,5,30,3,-0.719085341873139,-127.99000000000001,0.03932805213776055
2024-05-20,Cookie,Google Maps,Spring,New,143.13,3,136.87,2024,5,20,0,-0.0437364633549919,-6.259999999999991,0.020959966464053657
2025-02-02,Cupcake,In-store Promo,Summer,New,49.52,6,155.56,2025,2,2,6,2.1413570274636506,106.03999999999999,0.12116316639741517
2024-10-27,Cookie,In-store Promo,Summer,Returning,139.2,9,102.74,2024,10,27,6,-0.2619252873563218,-36.459999999999994,0.06465517241379311
2024-05-27,Cookie,Instagram,Spring,New,182.2,4,182.65,2024,5,27,0,0.0024698133918771518,0.45000000000001705,0.021953896816684963
2024-05-03,Cookie,Local Magazine,Spring,Returning,39.68,1,32.46,2024,5,3,4,-0.18195564516129029,-7.219999999999999,0.02520161290322581
2024-11-18,Bread,In-store Promo,Fall,Returning,36.44,9,424.1,2024,11,18,0,10.638309549945117,387.66,0.24698133918770585
2024-09-21,Cookie,Instagram,Spring,New,171.34,1,39.98,2024,9,21,5,-0.7666627757674799,-131.36,0.005836348780203105
2025-01-09,Cupcake,In-store Promo,Spring,Returning,135.88,5,222.51,2025,1,9,3,0.6375478363261702,86.63,0.036797173977038564
2025-04-24,Cake,Instagram,Winter,New,145.82,10,154.63,2025,4,24,3,0.060416952407077236,8.810000000000002,0.06857769853243725
2024-10-27,Bread,Local Magazine,Summer,New,155.08,4,142.41,2024,10,27,6,-0.08169976786174887,-12.670000000000016,0.025793139025019344
2025-03-25,Cake,In-store Promo,Fall,New,34.98,3,66.53,2025,3,25,1,0.9019439679817041,31.550000000000004,0.08576329331046313
2024-12-27,Cookie,In-store Promo,Winter,Returning,181.29,8,397.98,2024,12,27,4,1.195267251365216,216.69000000000003,0.04412819239891886
2024-08-16,Cake,In-store Promo,Winter,Returning,62.36,6,190.3,2024,8,16,4,2.051635663887107,127.94000000000001,0.09621552277100706
2025-02-21,Bread,Google Maps,Summer,Returning,150.78,5,126.04,2025,2,21,4,-0.16408011672635625,-24.739999999999995,0.03316089667064597
2024-12-03,Cupcake,In-store Promo,Winter,New,81.8,2,11.25,2024,12,3,1,-0.8624694376528117,-70.55,0.02444987775061125
2024-06-16,Cookie,Instagram,Summer,New,84.89,7,55.94,2024,6,16,6,-0.34102956767581577,-28.950000000000003,0.08245965366945458
2024-12-27,Cake,Local Magazine,Winter,Returning,91.58,10,144.8,2024,12,27,4,0.581131251364927,53.22000000000001,0.10919414719371041
2025-01-02,Cupcake,Google Maps,Spring,New,127.17,7,46.27,2025,1,2,3,-0.6361563261775577,-80.9,0.05504442871746481
2024-11-29,Cupcake,In-store Promo,Fall,New,118.46,6,109.57,2024,11,29,4,-0.07504642917440488,-8.89,0.050650008441668073
2024-07-05,Cupcake,In-store Promo,Fall,New,181.47,1,25.5,2024,7,5,4,-0.8594809059348653,-155.97,0.005510552708436656
2024-06-19,Cookie,Instagram,Summer,Returning,64.01,3,96.95,2024,6,19,2,0.5146070926417746,32.94,0.04686767692548039
2025-03-27,Cake,Google Maps,Fall,Returning,33.83,2,25.18,2025,3,27,3,-0.25569021578480633,-8.649999999999999,0.05911912503694946
2024-05-31,Cupcake,In-store Promo,Spring,Returning,178.49,5,76.35,2024,5,31,4,-0.5722449436943247,-102.14000000000001,0.028012773824864137
2024-07-23,Bread,In-store Promo,Fall,New,97.12,6,288.44,2024,7,23,1,1.9699341021416803,191.32,0.06177924217462932
2025-04-11,Cookie,In-store Promo,Winter,Returning,69.23,6,111.23,2025,4,11,4,0.6066734074823054,42.0,0.08666762964032933
2024-06-21,Cupcake,In-store Promo,Summer,New,58.91,9,393.3,2024,6,21,4,5.676285859786114,334.39,0.15277542013240536
2024-10-20,Cake,Local Magazine,Summer,Returning,65.5,4,41.87,2024,10,20,6,-0.360763358778626,-23.630000000000003,0.061068702290076333
2024-12-18,Bread,Instagram,Winter,New,91.21,5,242.69,2024,12,18,2,1.660782808902533,151.48000000000002,0.054818550597522206
2024-09-07,Cupcake,Local Magazine,Spring,New,68.12,4,113.74,2024,9,7,5,0.6697005284791543,45.61999999999999,0.05871990604815032
2024-10-07,Cupcake,Instagram,Summer,Returning,198.34,5,40.35,2024,10,7,0,-0.7965614601189877,-157.99,0.025209236664313805
2024-08-08,Cupcake,Instagram,Winter,Returning,142.73,9,322.11,2024,8,8,3,1.2567785328942762,179.38000000000002,0.06305611994675261
2025-04-10,Bread,In-store Promo,Winter,New,161.66,4,115.33,2025,4,10,3,-0.2865891376963998,-46.33,0.024743288383026106
2025-05-01,Cake,Instagram,Spring,New,188.68,5,187.35,2025,5,1,3,-0.0070489718041128495,-1.3300000000000125,0.026499894000423997
2024-08-05,Cookie,In-store Promo,Winter,New,11.93,9,206.32,2024,8,5,0,16.294216261525566,194.39,0.7544006705783739
2024-06-27,Cookie,Local Magazine,Summer,Returning,132.57,6,270.94,2024,6,27,3,1.043750471449046,138.37,0.04525910839556461
2024-12-23,Cupcake,Local Magazine,Winter,New,180.33,8,384.55,2024,12,23,0,1.1324793434259413,204.22,0.04436311207231187
2024-12-19,Bread,Local Magazine,Winter,New,151.01,4,178.9,2024,12,19,3,0.1846897556453216,27.890000000000015,0.026488312032315744
2024-11-21,Cookie,Instagram,Fall,New,47.79,2,92.81,2024,11,21,3,0.9420380832810212,45.02,0.04184975936388366
2025-02-21,Cupcake,Google Maps,Summer,New,177.39,9,247.53,2025,2,21,4,0.395399966176222,70.14000000000001,0.05073566717402334
2024-12-07,Bread,Local Magazine,Winter,Returning,113.92,8,82.74,2024,12,7,5,-0.27370084269662925,-31.180000000000007,0.0702247191011236
2025-02-18,Cake,Local Magazine,Summer,Returning,144.92,8,160.46,2025,2,18,1,0.10723157604195434,15.54000000000002,0.05520287054926857
2024-09-01,Cupcake,Google Maps,Spring,Returning,23.79,7,338.11,2024,9,1,6,13.212274064733082,314.32,0.2942412778478352
2025-01-31,Bread,Instagram,Spring,Returning,103.4,7,253.73,2025,1,31,4,1.4538684719535782,150.32999999999998,0.06769825918762089
2024-06-15,Cookie,Google Maps,Summer,New,140.34,1,30.61,2024,6,15,5,-0.7818868462305829,-109.73,0.007125552230297848
2024-11-19,Cake,Local Magazine,Fall,Returning,198.33,7,273.67,2024,11,19,1,0.3798719306206827,75.34,0.03529471083547622
2025-04-27,Cupcake,In-store Promo,Winter,New,59.41,8,108.29,2025,4,27,6,0.8227571115973744,48.88000000000001,0.13465746507322002
2024-09-14,Cupcake,In-store Promo,Spring,Returning,163.43,8,73.18,2024,9,14,5,-0.5522241938444594,-90.25,0.04895062106100471
2024-11-02,Bread,Instagram,Fall,New,105.16,10,229.73,2024,11,2,5,1.1845758843666794,124.57,0.09509319132750095
2024-09-19,Bread,In-store Promo,Spring,New,60.93,9,148.2,2024,9,19,3,1.4322993599212208,87.26999999999998,0.14771048744460857
2024-12-07,Cupcake,In-store Promo,Winter,Returning,154.7,1,43.2,2024,12,7,5,-0.7207498383968972,-111.49999999999999,0.006464124111182935
2025-04-21,Cake,Instagram,Winter,New,139.74,9,176.09,2025,4,21,0,0.2601259481894947,36.349999999999994,0.064405324173465
2024-07-13,Cake,In-store Promo,Fall,New,157.1,7,348.71,2024,7,13,5,1.2196690006365372,191.60999999999999,0.04455760661998727
2024-06-28,Cupcake,In-store Promo,Summer,New,126.89,4,28.39,2024,6,28,4,-0.776262904878241,-98.5,0.03152336669556308
2025-01-24,Cookie,In-store Promo,Spring,Returning,57.8,10,396.25,2025,1,24,4,5.8555363321799305,338.45,0.17301038062283738
2025-02-11,Cake,Google Maps,Summer,Returning,146.4,4,128.62,2025,2,11,1,-0.121448087431694,-17.78,0.0273224043715847
2024-05-06,Cupcake,Google Maps,Spring,New,13.41,1,13.74,2024,5,6,0,0.024608501118568236,0.33000000000000007,0.07457121551081282
2024-12-31,Cupcake,In-store Promo,Winter,Returning,127.52,5,97.98,2024,12,31,1,-0.23164993726474273,-29.539999999999992,0.039209535759096616
2024-07-22,Cake,Instagram,Fall,Returning,146.42,3,31.72,2024,7,22,0,-0.7833629285616719,-114.69999999999999,0.02048900423439421
2024-11-09,Cake,Google Maps,Fall,Returning,27.0,5,167.74,2024,11,9,5,5.212592592592593,140.74,0.18518518518518517
2024-11-26,Bread,In-store Promo,Fall,New,54.62,2,22.51,2024,11,26,1,-0.5878798974734529,-32.11,0.03661662394727206
2025-04-17,Bread,Google Maps,Winter,Returning,58.17,9,391.0,2025,4,17,3,5.721677840811414,332.83,0.15471892728210418
2024-05-07,Cake,Instagram,Spring,New,34.58,5,184.0,2024,5,7,1,4.320994794679006,149.42000000000002,0.14459224985540775
2024-12-08,Cake,Local Magazine,Winter,New,87.3,6,229.94,2024,12,8,6,1.633906071019473,142.64,0.06872852233676977
2024-06-16,Cupcake,In-store Promo,Summer,New,120.29,5,52.54,2024,6,16,6,-0.5632222129852855,-67.75,0.041566214980463874
2024-07-27,Cake,Google Maps,Fall,Returning,188.83,6,121.4,2024,7,27,5,-0.3570936821479638,-67.43,0.03177461208494413
2024-07-12,Bread,Instagram,Fall,New,134.17,6,199.77,2024,7,12,4,0.4889319520011927,65.60000000000002,0.04471938585376761
2024-11-10,Cookie,In-store Promo,Fall,Returning,173.91,7,174.66,2024,11,10,6,0.004312575470070726,0.75,0.04025070438732678
2024-06-27,Bread,Local Magazine,Summer,New,161.47,1,31.13,2024,6,27,3,-0.8072087694308541,-130.34,0.006193100885613426
2024-06-28,Cake,In-store Promo,Summer,Returning,31.7,5,81.84,2024,6,28,4,1.5817034700315458,50.14,0.15772870662460567
2025-02-23,Bread,Local Magazine,Summer,Returning,186.76,5,176.49,2025,2,23,6,-0.05499036196187611,-10.269999999999982,0.02677232812165346
2025-03-10,Bread,Local Magazine,Fall,Returning,94.82,2,12.34,2025,3,10,0,-0.8698586796034592,-82.47999999999999,0.021092596498628984
2024-10-13,Cupcake,Local Magazine,Summer,Returning,103.58,9,82.49,2024,10,13,6,-0.2036107356632555,-21.090000000000003,0.08688936088047886
2024-07-14,Cupcake,Local Magazine,Fall,New,166.91,3,58.05,2024,7,14,6,-0.6522077766460967,-108.86,0.01797375831286322
2024-08-02,Cookie,In-store Promo,Winter,New,150.22,2,90.38,2024,8,2,4,-0.39834908800426044,-59.84,0.013313806417254694
2024-09-03,Bread,Instagram,Spring,New,185.65,1,8.22,2024,9,3,1,-0.9557231349313224,-177.43,0.00538647993536224
2024-09-11,Cake,Instagram,Spring,Returning,17.3,8,146.45,2024,9,11,2,7.465317919075143,129.14999999999998,0.4624277456647399
2024-07-13,Bread,Instagram,Fall,New,115.02,8,339.65,2024,7,13,5,1.9529647017909928,224.63,0.06955312119631368
2024-10-29,Cookie,Instagram,Summer,New,166.89,10,83.24,2024,10,29,1,-0.5012283540056325,-83.64999999999999,0.05991970759182696
2024-09-06,Bread,Instagram,Spring,Returning,112.96,1,42.09,2024,9,6,4,-0.6273902266288951,-70.86999999999999,0.008852691218130312
2024-07-21,Cookie,In-store Promo,Fall,Returning,172.64,6,174.19,2024,7,21,6,0.008978220574606184,1.5500000000000114,0.03475440222428174
2025-03-13,Cookie,Google Maps,Fall,New,94.51,4,165.73,2025,3,13,3,0.7535710506824672,71.21999999999998,0.04232356364405883
2025-01-29,Bread,Instagram,Spring,New,71.21,2,69.32,2025,1,29,2,-0.026541216121331285,-1.8900000000000006,0.028085942985535742
2025-03-16,Cookie,Instagram,Fall,New,52.71,2,69.45,2025,3,16,6,0.3175867956744451,16.740000000000002,0.03794346423828496
2024-06-30,Bread,Google Maps,Summer,New,114.57,7,176.39,2024,6,30,6,0.5395827878153094,61.81999999999999,0.06109801867853714
2025-03-12,Bread,In-store Promo,Fall,New,143.4,6,180.2,2025,3,12,2,0.25662482566248246,36.79999999999998,0.04184100418410042
2024-05-18,Cake,In-store Promo,Spring,Returning,175.95,3,22.26,2024,5,18,5,-0.8734867860187554,-153.69,0.017050298380221655
2025-03-28,Cookie,In-store Promo,Fall,New,170.77,5,44.63,2025,3,28,4,-0.7386543303858992,-126.14000000000001,0.029279147391227965
2024-06-17,Cupcake,Local Magazine,Summer,New,118.05,7,142.94,2024,6,17,0,0.21084286319356205,24.89,0.05929690808979246
2024-12-31,Cookie,Instagram,Winter,New,189.89,8,150.89,2024,12,31,1,-0.20538206329980516,-39.0,0.04212965401021644
2024-08-29,Cake,Instagram,Winter,New,120.47,5,34.25,2024,8,29,3,-0.7156968539885449,-86.22,0.04150410890678177
2024-11-11,Bread,Instagram,Fall,Returning,199.92,5,80.44,2024,11,11,0,-0.5976390556222488,-119.47999999999999,0.025010004001600642
2025-01-11,Cupcake,In-store Promo,Spring,Returning,11.88,10,282.28,2025,1,11,5,22.760942760942758,270.4,0.8417508417508417
2024-12-04,Cupcake,Instagram,Winter,New,50.71,10,416.94,2024,12,4,2,7.22204693354368,366.23,0.19719976336028397
2024-08-04,Bread,Instagram,Winter,New,129.28,10,373.59,2024,8,4,6,1.8897741336633662,244.30999999999997,0.07735148514851485
2024-09-04,Cupcake,In-store Promo,Spring,New,51.41,6,255.99,2024,9,4,2,3.9793814432989696,204.58,0.1167088115152694
2025-01-28,Cookie,Instagram,Spring,Returning,29.33,10,244.65,2025,1,28,1,7.341288782816229,215.32,0.34094783498124787
2025-04-26,Bread,In-store Promo,Winter,Returning,125.31,6,80.67,2025,4,26,5,-0.356236533397175,-44.64,0.047881254488867604
2024-05-31,Bread,In-store Promo,Spring,New,112.37,9,226.86,2024,5,31,4,1.0188662454391741,114.49000000000001,0.08009255139272048
2025-03-20,Cake,Google Maps,Fall,Returning,146.95,2,15.06,2025,3,20,3,-0.8975161619598503,-131.89,0.01361007145287513
2025-01-06,Cake,Google Maps,Spring,New,185.48,3,143.65,2025,1,6,0,-0.22552296743584208,-41.829999999999984,0.016174250593055856
2024-12-02,Cake,Google Maps,Winter,Returning,194.67,8,342.68,2024,12,2,0,0.7603123234191197,148.01000000000002,0.04109518672625469
2024-12-14,Cake,Google Maps,Winter,New,72.32,2,16.7,2024,12,14,5,-0.7690818584070795,-55.61999999999999,0.02765486725663717
2024-10-15,Cookie,Google Maps,Summer,Returning,152.06,6,252.71,2024,10,15,1,0.6619097724582402,100.65,0.03945810864132579
2024-06-08,Cookie,Local Magazine,Summer,New,156.75,2,46.69,2024,6,8,5,-0.7021371610845295,-110.06,0.012759170653907496
2024-08-19,Cupcake,In-store Promo,Winter,Returning,105.62,4,79.84,2024,8,19,0,-0.24408256012118917,-25.78,0.03787161522438932
2025-03-10,Cake,In-store Promo,Fall,Returning,83.99,2,25.52,2025,3,10,0,-0.6961543040838195,-58.47,0.02381235861412073
